Photo,Specimen,Species,Location,Sensillum_type,Olfactory_type,x,y,Number,Comments,,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,238.889,94.444,5,5 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,311.667,95.556,6,6 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,332.778,139.444,7,7 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,361.667,73.889,8,8 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,354.444,2.778,9,9 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,308.333,1.111,10,10 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,345,192.778,11,11 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,369.444,206.111,12,12 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,245,176.111,13,13 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,262.778,178.333,14,14 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,254.444,226.111,15,15 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,238.889,266.111,16,16 (yellow),,,,,,,,,,,,,,,,,,
